,scientific_name,common_names,occurrence,nativeness,abundance,seasonality
42417,Regulus calendula calendula,Ruby-Crowned Kinglet,Present,Native,Common,"Breeder, Winter"
42418,Regulus satrapa,Golden-Crowned Kinglet,Present,Native,Rare,"Breeder, Winter"
42419,Regulus satrapa olivaceus,Golden-Crowned Kinglet,Present,Native,Rare,"Breeder, Winter"
42420,Auriparus flaviceps,Verdin,Present,Native,Rare,"Breeder, Winter"
42421,Sitta canadensis,Red-Breasted Nuthatch,Present,Native,Uncommon,Breeder
42422,Sitta carolinensis,White-Breasted Nuthatch,Present,Native,Common,Breeder
42423,Sitta carolinensis nelsoni,White-Breasted Nuthatch,Present,Native,Common,"Breeder, Winter"
42424,Sitta pygmaea,Pygmy Nuthatch,Present,Native,Common,Breeder
42425,Sitta pygmaea melanotis,Pygmy Nuthatch,Present,Native,Common,Breeder
42426,Sturnus vulgaris,European Starling,Present,Not Native,Uncommon,Migratory
42427,Campylorhynchus brunneicapillus,Cactus Wren,Present,Native,Uncommon,"Breeder, Winter"
42428,Catherpes mexicanus,Canyon Wren,Present,Native,Common,"Breeder, Winter"
42429,Cistothorus palustris,Marsh Wren,Present,Native,Common,Resident
42430,Salpinctes obsoletus,Rock Wren,Present,Native,Common,Breeder
42431,Thryomanes bewickii,Bewick's Wren,Present,Native,Common,"Breeder, Winter"
42432,Thryomanes bewickii eremophilus,Bewick's Wren,Present,Native,Common,"Resident, Summer"
42433,Troglodytes aedon,House Wren,Present,Native,Common,Breeder
42434,Troglodytes aedon parkmanii,House Wren,Present,Native,Common,Breeder
42435,Troglodytes hiemalis,Winter Wren,Present,Native,Occasional,Vagrant
42436,Troglodytes pacificus,Pacific Wren,Present,Native,Uncommon,"Resident, Winter"
42437,Catharus guttatus,Hermit Thrush,Present,Native,Common,Breeder
42438,Catharus ustulatus,Swainson's Thrush,Present,Native,Occasional,Migratory
42439,Ixoreus naevius,Varied Thrush,Present,Native,Occasional,Vagrant
42440,Myadestes townsendi,Townsend's Solitaire,Present,Native,Common,Breeder
42441,Sialia currucoides,Mountain Bluebird,Present,Native,Common,Breeder
42442,Sialia mexicana,Western Bluebird,Present,Native,Common,Breeder
42443,Sialia mexicana bairdi,Western Bluebird,Present,Native,Common,Breeder
42444,Sialia sialis,Eastern Bluebird,Present,Native,Occasional,Vagrant
42445,Turdus migratorius,American Robin,Present,Native,Abundant,Breeder
42446,Turdus migratorius propinquus,American Robin,Present,Native,Abundant,Breeder
42447,Turdus rufopalliatus,Rufous-Backed Robin,Present,Native,Occasional,Vagrant
42448,Contopus cooperi,Olive-Sided Flycatcher,Present,Native,Uncommon,Breeder
42449,Contopus pertinax,Greater Pewee,Present,Native,Occasional,Vagrant
42450,Contopus sordidulus,Western Wood-Pewee,Present,Native,Common,Breeder
42451,Contopus sordidulus saturatus,Western Wood-Pewee,Present,Native,Common,Breeder
42452,Contopus sordidulus veliei,Western Wood-Pewee,Present,Native,Common,Breeder
42453,Empidonax difficilis,"Pacific-Slope Flycatcher, Western Flycatcher",Present,Native,Unknown,Migratory
42454,Empidonax difficilis difficilis,"Pacific-Slope Flycatcher, Western Flycatcher",Present,Native,Uncommon,Migratory
42455,Empidonax hammondii,Hammond's Flycatcher,Present,Native,Occasional,Migratory
42456,Empidonax oberholseri,Dusky Flycatcher,Present,Native,Uncommon,Breeder
42457,Empidonax occidentalis,Cordilleran Flycatcher,Present,Native,Uncommon,Migratory
42458,Empidonax traillii,Willow Flycatcher,Present,Native,Rare,Breeder
42459,Empidonax traillii brewsteri,Little Willow Flycatcher,Present,Native,Rare,Migratory
42460,Empidonax traillii extimus,Southwestern Willow Flycatcher,Present,Native,Rare,Breeder
42461,Empidonax wrightii,Gray Flycatcher,Present,Native,Common,"Breeder, Migratory"
42462,Myiarchus cinerascens,Ash-Throated Flycatcher,Present,Native,Common,Breeder
42463,Myiarchus cinerascens cinerascens,Ash-Throated Flycatcher,Present,Native,Common,Breeder
42464,Myiarchus tuberculifer,Dusky-Capped Flycatcher,Not Present,Native,No Data,Vagrant
42465,Myiarchus tyrannulus,Brown-Crested Flycatcher,Present,Native,Rare,Breeder
42466,Pyrocephalus rubinus,Vermilion Flycatcher,Present,Native,Occasional,"Summer, Vagrant"
42467,Sayornis nigricans,Say's Phoebe,Present,Native,Common,"Breeder, Resident, Summer"
42468,Sayornis phoebe,Eastern Phoebe,Present,Native,Occasional,Vagrant
42469,Sayornis saya,Say's Phoebe,Present,Native,Common,Breeder
42470,Sayornis saya saya,Say's Phoebe,Present,Native,Common,Breeder
42471,Tyrannus forficatus,Scissor-Tailed Flycatcher,Present,Native,Occasional,Vagrant
42472,Tyrannus tyrannus,Eastern Kingbird,Present,Native,Occasional,Vagrant
42473,Tyrannus verticalis,Western Kingbird,Present,Native,Uncommon,Breeder
42474,Tyrannus vociferans,Cassin's Kingbird,Present,Native,Common,Breeder
42475,Vireo bellii,Bell's Vireo,Present,Native,Common,Breeder
42476,Vireo cassinii,"Cassin's Vireo, Solitary Vireo",Present,Native,Uncommon,Migratory
42477,Vireo gilvus,Warbling Vireo,Present,Native,Common,Breeder
42478,Vireo gilvus brewsteri,Warbling Vireo,Present,Native,Common,Breeder
42479,Vireo gilvus swainsoni,Warbling Vireo,Present,Native,Common,Breeder
42480,Vireo huttoni,Hutton's Vireo,Present,Native,Occasional,Vagrant
42481,Vireo olivaceus,Red-Eyed Vireo,Present,Native,Occasional,Vagrant
42482,Vireo olivaceus olivaceus,None,Present,Native,Occasional,Vagrant
42483,Vireo philadelphicus,Philadelphia Vireo,Present,Native,Occasional,Vagrant
42484,Vireo plumbeus,Plumbeous Vireo,Present,Native,Common,Breeder
42485,Vireo plumbeus plumbeus,None,Present,Native,Common,"Migratory, Summer"
42486,Vireo vicinior,Gray Vireo,Present,Native,Common,Breeder
42487,Ardea alba,Great Egret,Present,Native,Rare,Migratory
42488,Ardea herodias,Great Blue Heron,Present,Native,Common,Breeder
42489,Botaurus lentiginosus,American Bittern,Present,Native,Occasional,Vagrant
42490,Bubulcus ibis,Cattle Egret,Present,Native,Rare,Migratory
42491,Butorides virescens,"Green Heron, Green-Backed Heron",Present,Native,Rare,Migratory
42492,Egretta thula,Snowy Egret,Present,Native,Rare,Migratory
42493,Ixobrychus exilis,Least Bittern,Present,Native,Occasional,Vagrant
42494,Nycticorax nycticorax,Black-Crowned Night-Heron,Present,Native,Uncommon,"Breeder, Winter"
42495,Pelecanus erythrorhynchos,American White Pelican,Present,Native,Rare,Migratory
42496,Pelecanus occidentalis,Brown Pelican,Present,Native,Occasional,Vagrant
42497,Plegadis chihi,White-Faced Ibis,Present,Native,Uncommon,Migratory
42498,Colaptes auratus,Northern Flicker,Present,Native,Common,"Breeder, Winter"
42499,Colaptes auratus cafer,Northern Flicker,Present,Native,Common,"Breeder, Winter"
42500,Colaptes auratus luteus,Northern Flicker,Present,Native,Common,"Breeder, Winter"
42501,Colaptes chrysoides,Gilded Flicker,Not Present,Native,No Data,Vagrant
42502,Dryocopus pileatus,Pileated Woodpecker,Present,Native,Occasional,Vagrant
42503,Melanerpes formicivorus,Acorn Woodpecker,Present,Native,Uncommon,Breeder
42504,Melanerpes lewis,Lewis's Woodpecker,Present,Native,Rare,"Breeder, Winter"
42505,Melanerpes uropygialis,Gila Woodpecker,Not Present,Native,No Data,Vagrant
42506,Picoides dorsalis,American Three-Toed Woodpecker,Present,Native,Uncommon,Breeder
42507,Picoides pubescens,Downy Woodpecker,Present,Native,Rare,"Breeder, Winter"
42508,Picoides scalaris,Ladder-Backed Woodpecker,Present,Native,Rare,Breeder
42509,Picoides villosus,Hairy Woodpecker,Present,Native,Common,Breeder
42510,Sphyrapicus nuchalis,Red-Naped Sapsucker,Present,Native,Uncommon,"Breeder, Winter"
42511,Sphyrapicus ruber,Red-Breasted Sapsucker,Present,Native,Occasional,Vagrant
42512,Sphyrapicus thyroideus,Williamson's Sapsucker,Present,Native,Common,Breeder
42513,Sphyrapicus thyroideus nataliae,Williamson's Sapsucker,Present,Native,Common,Breeder
42514,Sphyrapicus varius,Yellow-Bellied Sapsucker,Present,Native,Occasional,"Winter, Vagrant"
42515,Aechmophorus clarkii,Clark's Grebe,Present,Native,Common,Migratory
42516,Aechmophorus occidentalis,Western Grebe,Present,Native,Common,"Migratory, Winter"
42517,Podiceps auritus,Horned Grebe,Present,Native,Occasional,Vagrant
42518,Podiceps grisegena,Red-Necked Grebe,Present,Native,Occasional,Vagrant
42519,Podiceps nigricollis,Eared Grebe,Present,Native,Uncommon,Migratory
42520,Podilymbus podiceps,Pied-Billed Grebe,Present,Native,Uncommon,Migratory
42521,Aegolius acadicus,Northern Saw-Whet Owl,Present,Native,Occasional,Resident
42522,Asio flammeus,Short-Eared Owl,Not Present (False Report),Native,No Data,No Data
42523,Asio otus,Long-Eared Owl,Present,Native,Occasional,Breeder
42524,Athene cunicularia,Burrowing Owl,Present,Native,Rare,Breeder
42525,Bubo virginianus,Great Horned Owl,Present,Native,Common,"Breeder, Winter"
42526,Bubo virginianus pacificus,Great Horned Owl,Present,Native,Common,Breeder
42527,Bubo virginianus pallescens,Great Horned Owl,Present,Native,Common,Breeder
42528,Glaucidium gnoma,Northern Pygmy-Owl,Present,Native,Rare,"Breeder, Winter"
42529,Megascops kennicottii,Western Screech-Owl,Present,Native,Common,Breeder
42530,Otus flammeolus,Flammulated Owl,Present,Native,Common,Breeder
42531,Strix occidentalis,Spotted Owl,Present,Native,Uncommon,"Breeder, Winter"
42532,Strix occidentalis lucida,Mexican Spotted Owl,Present,Native,Uncommon,"Breeder, Winter"
42533,Tyto alba,Barn Owl,Present,Native,Occasional,Breeder
42534,Fregata magnificens,Magnificent Frigatebird,Present,Native,Occasional,Vagrant
42535,Phalacrocorax auritus,Double-Crested Cormorant,Present,Native,Occasional,Migratory
42536,Phalacrocorax brasilianus,Neotropic Cormorant,Present,Native,Occasional,Vagrant
85436,Accipiter cooperii,Cooper's Hawk,Present,Native,Rare,Breeder
85437,Accipiter gentilis,Northern Goshawk,Not Confirmed,Native,No Data,No Data
85438,Accipiter striatus,Sharp-Shinned Hawk,Present,Native,Rare,Breeder
85439,Aquila chrysaetos,Golden Eagle,Present,Native,Uncommon,Breeder
85440,Buteo albonotatus,Zone-Tailed Hawk,Not Confirmed,Native,No Data,No Data
85441,Buteo jamaicensis,Red-Tailed Hawk,Present,Native,Common,Breeder
85442,Buteo lagopus,"Roughleg, Rough-Legged Buzzard, Rough-Legged Hawk",Present,Native,Occasional,Migratory
85443,Buteo regalis,Ferruginous Hawk,Present,Native,Occasional,Resident
85444,Buteo swainsoni,Swainson's Hawk,Present,Native,Uncommon,Breeder
85445,Circus cyaneus,Northern Harrier,Present,Native,Common,Resident
85446,Haliaeetus leucocephalus,Bald Eagle,Present,Native,Occasional,Vagrant
85447,Cathartes aura,Turkey Vulture,Present,Native,Rare,Breeder
85448,Pandion haliaetus,"Osprey, Western Osprey",Present,Native,Occasional,Vagrant
85449,Aix sponsa,Wood Duck,Not Confirmed,Native,No Data,No Data
85450,Anas acuta,Northern Pintail,Present,Native,Occasional,Migratory
85451,Anas americana,American Wigeon,Present,Native,Occasional,Migratory
85452,Anas clypeata,Northern Shoveler,Present,Native,Occasional,Migratory
85453,Anas crecca,"Eurasian Teal, Green-Winged Teal",Present,Native,Occasional,Migratory
85454,Anas cyanoptera,Cinnamon Teal,Present,Native,Occasional,Migratory
85455,Anas discors,Blue-Winged Teal,Present,Native,Occasional,Migratory
85456,Anas platyrhynchos,Mallard,Present,Native,Rare,Migratory
85457,Anas strepera,Gadwall,Not Confirmed,Native,No Data,No Data
85458,Aythya affinis,Lesser Scaup,Present,Native,Occasional,Migratory
85459,Aythya collaris,Ring-Necked Duck,Present,Native,Occasional,Migratory
85460,Branta canadensis,Canada Goose,Present,Native,Occasional,Migratory
85461,Bucephala albeola,Bufflehead,Present,Native,Occasional,Migratory
85462,Oxyura jamaicensis,Ruddy Duck,Present,Native,Occasional,Migratory
85463,Aeronautes saxatalis,White-Throated Swift,Present,Native,Occasional,Migratory
85464,Chaetura vauxi,Vaux's Swift,Present,Native,Occasional,Vagrant
85465,Archilochus alexandri,Black-Chinned Hummingbird,Not Confirmed,Native,No Data,No Data
85466,Calypte anna,Anna's Hummingbird,Present,Native,Occasional,Vagrant
85467,Selasphorus platycercus,Broad-Tailed Hummingbird,Present,Native,Uncommon,Migratory
85468,Selasphorus rufus,Rufous Hummingbird,Present,Native,Uncommon,Migratory
85469,Selasphorus sasin,Allen's Hummingbird,Present,Native,Occasional,Vagrant
85470,Stellula calliope,Calliope Hummingbird,Present,Native,Occasional,Migratory
85471,Chordeiles acutipennis,Lesser Nighthawk,Not Confirmed,Native,No Data,No Data
85472,Chordeiles minor,Common Nighthawk,Present,Native,Common,Breeder
85473,Phalaenoptilus nuttallii,Common Poorwill,Present,Native,Rare,No Data
85474,Charadrius montanus,Mountain Plover,Present,Native,Occasional,Migratory
85475,Charadrius vociferus,Killdeer,Present,Native,Common,Breeder
85476,Larus argentatus,"European Herring Gull, Herring Gull",Present,Native,Occasional,Vagrant
85477,Larus delawarensis,Ring-Billed Gull,Present,Native,Occasional,Vagrant
85478,Larus pipixcan,Franklin's Gull,Present,Native,Occasional,Vagrant
85479,Sterna nilotica,Gull-Billed Tern,Present,Native,Occasional,Vagrant
85480,Recurvirostra americana,American Avocet,Present,Native,Common,Breeder
85481,Actitis macularius,Spotted Sandpiper,Present,Native,Occasional,Migratory
85482,Bartramia longicauda,Upland Sandpiper,Present,Native,Occasional,Migratory
85483,Calidris bairdii,Baird's Sandpiper,Present,Native,Occasional,Migratory
85484,Calidris mauri,Western Sandpiper,Present,Native,Occasional,Migratory
85485,Calidris minutilla,Least Sandpiper,Present,Native,Occasional,Migratory
85486,Catoptrophorus semipalmatus,Willet,Present,Native,Occasional,Migratory
85487,Gallinago delicata,Wilson's Snipe,Present,Native,Occasional,Migratory
85488,Numenius americanus,Long-Billed Curlew,Present,Native,Occasional,Migratory
85489,Numenius phaeopus,Whimbrel,Present,Native,Occasional,Migratory
85490,Phalaropus tricolor,Wilson's Phalarope,Present,Native,Occasional,Migratory
85491,Tringa flavipes,Lesser Yellowlegs,Present,Native,Occasional,Migratory
85492,Tringa melanoleuca,Greater Yellowlegs,Present,Native,Occasional,Vagrant
85493,Tringa solitaria,Solitary Sandpiper,Present,Native,Occasional,Vagrant
85494,Columba fasciata,Band-Tailed Pigeon,Present,Native,Rare,No Data
85495,Columbina inca,Inca Dove,Present,Native,Occasional,Vagrant
85496,Zenaida macroura,Mourning Dove,Present,Native,Common,Breeder
85497,Ceryle alcyon,Belted Kingfisher,Present,Native,Occasional,Vagrant
85498,Coccyzus americanus,Yellow-Billed Cuckoo,Not Present (Historical Report),Native,No Data,No Data
85499,Geococcyx californianus,Greater Roadrunner,Present,Native,Uncommon,Breeder
85500,Falco columbarius,Merlin,Present,Native,Rare,Migratory
85501,Falco mexicanus,Prairie Falcon,Present,Native,Rare,Breeder
85502,Falco peregrinus,Peregrine Falcon,Not Confirmed,Native,No Data,No Data
85503,Falco sparverius,American Kestrel,Present,Native,Common,Breeder
85504,Callipepla squamata,Scaled Quail,Present,Native,Common,Breeder
85505,Meleagris gallopavo,Wild Turkey,Not Confirmed,Native,No Data,No Data
85506,Fulica americana,American Coot,Present,Native,Occasional,Migratory
85507,Porzana carolina,Sora,Present,Native,Occasional,Migratory
85508,Rallus limicola,Virginia Rail,Present,Native,Occasional,Vagrant
85509,Psaltriparus minimus,"American Bushtit, Bushtit",Present,Native,Common,Breeder
85510,Eremophila alpestris,Horned Lark,Present,Native,Abundant,Breeder
85511,Bombycilla cedrorum,Cedar Waxwing,Present,Native,Rare,Migratory
85512,Bombycilla garrulus,Bohemian Waxwing,Present,Native,Occasional,Migratory
85513,Calcarius ornatus,Chestnut-Collared Longspur,Present,Native,Occasional,Migratory
85514,Cardinalis sinuatus,Pyrrhuloxia,Present,Native,Occasional,Vagrant
85515,Passerina amoena,Lazuli Bunting,Present,Native,Common,Migratory
85516,Passerina caerulea,Blue Grosbeak,Present,Native,Uncommon,Breeder
85517,Passerina ciris,Painted Bunting,Present,Native,Occasional,Vagrant
85518,Passerina cyanea,Indigo Bunting,Present,Native,Occasional,Migratory
85519,Pheucticus ludovicianus,Rose-Breasted Grosbeak,Present,Native,Occasional,Migratory
85520,Pheucticus melanocephalus,Black-Headed Grosbeak,Present,Native,Uncommon,Migratory
85521,Piranga flava,"Hepatic Tanager, Red Tanager",Present,Native,Occasional,Vagrant
85522,Piranga ludoviciana,Western Tanager,Present,Native,Uncommon,Migratory
85523,Piranga olivacea,Scarlet Tanager,Present,Native,Occasional,Vagrant
85524,Piranga rubra,Summer Tanager,Present,Native,Occasional,Vagrant
85525,Certhia americana,Brown Creeper,Present,Native,Occasional,Migratory
85526,Aphelocoma californica,Western Scrub-Jay,Present,Native,Rare,No Data
85527,Corvus brachyrhynchos,American Crow,Present,Native,Occasional,Breeder
85528,Corvus corax,"Common Raven, Northern Raven",Present,Native,Common,Breeder
85529,Corvus cryptoleucus,Chihuahuan Raven,Not Confirmed,Native,No Data,No Data
85530,Cyanocitta stelleri,Steller's Jay,Present,Native,Occasional,Migratory
85531,Gymnorhinus cyanocephalus,Pinyon Jay,Present,Native,Occasional,Migratory
85532,Nucifraga columbiana,Clark's Nutcracker,Present,Native,Occasional,Vagrant
85533,Pica hudsonia,Black-Billed Magpie,Present,Native,Occasional,Vagrant
85534,Aimophila cassinii,Cassin's Sparrow,Present,Native,Occasional,No Data
85535,Aimophila ruficeps,Rufous-Crowned Sparrow,Present,Native,Occasional,No Data
85536,Ammodramus bairdii,Baird's Sparrow,Present,Native,Occasional,Vagrant
85537,Amphispiza belli,Sage Sparrow,Present,Native,Common,Resident
85538,Amphispiza bilineata,Black-Throated Sparrow,Present,Native,Abundant,Breeder
85539,Calamospiza melanocorys,Lark Bunting,Present,Native,Rare,Migratory
85540,Chondestes grammacus,Lark Sparrow,Present,Native,Rare,Breeder
85541,Junco hyemalis,Dark-Eyed Junco,Present,Native,Common,Resident
85542,Melospiza lincolnii,Lincoln's Sparrow,Present,Native,Occasional,Migratory
85543,Melospiza melodia,Song Sparrow,Present,Native,Occasional,Resident
85544,Passerculus sandwichensis,Savannah Sparrow,Present,Native,Occasional,Vagrant
85545,Passerella iliaca,"Fox Sparrow, Red Fox Sparrow",Present,Native,Occasional,No Data
85546,Pipilo chlorurus,Green-Tailed Towhee,Present,Native,Rare,Migratory
85547,Pipilo fuscus,Canyon Towhee,Present,Native,Rare,Breeder
85548,Pipilo maculatus,Spotted Towhee,Present,Native,Rare,Migratory
85549,Pooecetes gramineus,Vesper Sparrow,Present,Native,Occasional,Migratory
85550,Spizella arborea,American Tree Sparrow,Present,Native,Occasional,No Data
